Age,Annual_Income,Spending_Score,Monthly_Visits,Discount_Applied,Satisfaction_Rating,Churn
34,80189.28999058285,22,9,0,3,0
41,59196.686753944254,57,8,0,3,0
22,39622.55029475148,72,7,0,1,0
49,83939.07849658915,7,12,0,4,0
35,63795.817819395976,78,2,1,5,0
31,60706.30099273559,56,6,0,3,0
50,84891.87130147664,67,6,1,3,0
29,61147.2146856177,16,6,1,5,0
21,56296.99841956223,83,13,1,4,0
19,46898.18656928513,51,6,0,3,0
45,71587.42345381458,82,6,0,4,0
22,53125.73701202731,80,9,1,1,0
59,109798.81934895215,72,8,1,3,0
18,40273.66253617426,97,14,1,2,0
58,79854.70695329359,12,6,0,2,1
40,79070.80669286972,53,4,1,3,0
36,61996.18836046402,75,9,0,1,0
31,35473.30453985964,5,7,1,4,0
42,78874.21677150422,27,8,1,3,0
37,59046.71814046077,12,8,0,3,0
51,80294.66717695839,17,10,1,1,1
39,70119.80330569015,6,6,0,1,1
39,68704.99679779066,97,4,1,3,0
33,66694.5181713904,5,10,1,5,0
37,60045.13629430157,57,10,1,1,0
41,74331.05798176082,28,5,0,2,0
18,39004.53322416083,78,7,0,5,0
21,52588.10480887503,69,8,1,1,0
46,81353.67484013054,59,4,1,5,0
40,58645.61297955405,33,7,1,3,0
35,72859.82116175033,62,12,0,3,0
38,60240.36554885952,50,8,0,2,0
42,78480.57798281145,19,6,1,2,0
31,60872.87313401341,86,5,1,2,0
28,71981.83676795123,69,8,1,5,0
40,65765.34017628148,66,9,1,4,0
26,47706.83203881803,94,4,1,4,0
42,70205.80394112268,47,9,0,4,0
18,38568.20217165725,39,6,0,2,0
50,87999.4190194205,68,11,1,3,0
43,55436.89391563412,33,9,1,3,0
41,58663.175808536456,13,8,1,4,0
49,68121.97078420807,84,8,1,2,0
57,97903.07591973575,54,7,0,3,0
50,97106.13372581925,7,7,0,5,0
18,40555.507814625285,79,7,1,3,0
22,44711.78276809989,87,7,1,1,0
30,56700.521631131815,14,12,1,3,0
38,77218.7830260819,87,11,1,2,0
44,63526.46865809426,19,7,1,4,0
29,57183.68982734785,54,4,0,5,0
40,77751.9762978243,93,14,1,3,0
28,58610.94169939845,20,10,1,3,0
30,57895.81616598743,29,11,1,4,0
21,55210.46092567141,24,5,1,1,0
26,24167.677070007627,82,13,0,2,0
21,51978.75319530908,63,8,0,5,0
26,44659.24316872576,74,5,0,4,0
50,61693.67103143543,57,7,0,1,0
26,56312.02599524981,8,8,1,2,0
69,116536.58545162958,90,10,1,4,0
43,70225.51485372309,62,5,1,4,0
40,77528.74547202939,29,5,1,4,0
27,68522.78257988645,74,4,0,2,0
46,88349.14453584047,17,5,1,5,0
31,73599.64529371393,66,12,0,3,0
39,74221.27491071893,6,2,0,4,0
68,102354.33638901592,58,7,1,3,0
36,47180.34188102832,69,9,1,1,0
51,78739.37511870051,28,9,1,5,0
29,46367.53404683808,62,7,0,1,0
37,86109.42717497813,41,10,1,2,0
59,89041.14187567664,69,8,0,4,0
30,57232.04806784486,82,10,0,3,0
59,96314.85376040467,90,10,1,4,0
46,75636.02446372453,84,3,1,3,0
31,74150.51040430753,41,4,1,3,0
45,67773.50638265548,49,7,1,5,0
49,80746.07455237242,91,7,1,1,0
45,66575.29414301952,49,8,1,5,0
19,29599.77488779294,76,4,1,2,0
29,48682.30909094715,71,9,1,4,0
35,61629.63202951588,3,13,1,1,1
37,60106.9777548274,10,8,1,3,0
45,67075.79020126144,98,9,0,5,0
40,53936.82536328166,89,10,1,3,0
21,44368.94427371305,35,5,1,4,0
42,55352.796259689974,80,6,0,4,0
45,81600.55963689603,2,5,1,4,0
44,73624.39752934503,24,10,0,5,0
50,65424.485005350696,74,7,1,3,0
48,74507.90922950137,38,9,1,2,0
43,64078.43594409417,22,11,0,1,0
37,67591.7451041918,26,7,1,2,0
18,55004.504460231445,43,8,1,1,0
43,52848.275303542556,55,9,1,3,0
40,69150.26079147417,39,9,0,2,0
41,67598.6720443336,91,5,1,1,0
22,53113.40076450466,29,10,1,1,0
25,52131.96628237689,20,8,1,4,0
50,72480.30668261182,91,11,1,3,0
37,61209.46064333382,41,8,1,3,0
46,67239.74143196511,54,5,1,5,0
38,76360.07138598598,20,9,1,1,0
38,65813.11648671943,19,9,0,5,0
49,97811.90685753008,84,9,1,3,0
31,56593.391861853794,99,5,1,2,0
39,59715.932330895375,66,10,1,4,0
32,43262.85607387173,30,10,0,4,0
32,40368.60323744055,53,9,0,3,0
34,44958.6405699451,34,8,0,5,0
40,70671.26651011483,22,8,0,2,0
32,63487.25023229934,67,10,1,2,0
53,67788.09297967867,6,10,0,1,0
27,61350.38314076116,79,3,1,2,0
35,57169.38948316561,27,14,0,2,0
32,59867.93011985549,10,11,0,5,0
55,102122.20628255425,73,8,1,1,0
40,76968.39315865532,97,8,0,3,0
50,77314.69352094168,96,8,1,3,0
20,35088.07774584713,48,9,0,5,0
41,47681.84598670695,70,12,1,5,0
48,70408.4668075758,59,13,1,4,0
38,63488.69761172305,59,11,1,5,0
50,70128.20472848816,2,7,0,4,0
31,55887.43032907695,29,7,1,5,0
54,85568.51882958769,68,5,1,4,0
65,95751.44018191921,65,6,1,1,0
33,53099.9741917654,83,3,1,3,0
32,60086.546719667276,26,9,0,3,0
55,90419.40649569409,89,13,1,3,0
56,76296.00922557154,10,7,0,2,0
31,71309.3237974627,53,7,0,3,0
32,57414.118677157385,79,11,1,5,0
34,60988.49622944847,59,6,0,1,0
21,52282.14423256557,22,9,0,4,0
26,53532.16131263501,51,13,0,4,0
25,59531.36633913245,48,11,1,5,0
28,56471.241652018245,21,11,1,5,0
37,58275.62625359562,22,8,1,4,0
40,71615.03525206102,98,12,0,3,0
56,75762.73792679339,30,12,1,2,0
26,52285.59705776523,25,15,1,3,0
49,78467.7000935554,28,4,1,4,0
35,59918.83142727461,65,6,0,5,0
37,63114.6248856107,45,5,1,4,0
46,56381.50954502361,68,8,1,2,0
24,43312.750922590385,7,10,0,3,0
42,71328.44901141114,49,7,0,2,0
39,68398.563919974,9,7,0,1,1
43,61323.24859074042,36,3,1,2,0
41,81857.07840864701,83,10,0,1,0
67,91738.251517855,1,9,1,4,0
30,65694.57200526737,10,8,0,2,0
31,61471.94361871685,36,9,1,2,0
30,49537.72690156197,73,7,0,5,0
31,74953.10892609513,46,7,1,3,0
30,44063.631682435196,32,10,1,1,0
52,91591.54173610001,32,6,0,2,0
55,96005.82318042978,6,6,1,1,1
31,50493.79790923355,48,8,0,1,0
28,67524.65300064329,38,11,1,1,0
43,69099.53485401048,17,8,1,3,0
31,60086.93629279857,74,11,0,2,0
45,76603.2183877122,27,8,0,3,0
40,66656.91258529451,54,10,0,5,0
19,50908.082731597824,50,6,1,3,0
56,95134.88720552213,35,8,1,5,0
59,73314.68026761818,85,7,1,3,0
30,69043.40242878153,25,7,0,3,0
33,42975.08011964326,28,3,0,4,0
41,79525.46204341657,15,11,1,1,0
42,81667.05136827583,4,7,0,1,1
45,63090.335697848015,93,6,1,4,0
62,90291.85712045415,73,11,0,3,0
35,50942.95331514064,27,2,0,4,0
28,51450.78969711265,26,7,1,5,0
21,42119.65715814259,19,9,1,3,0
29,62596.6053226934,92,8,1,3,0
37,77503.08746119609,17,12,0,3,0
59,104756.83810789956,43,6,0,5,0
31,51578.31973421698,41,13,1,4,0
40,65907.78126255472,42,11,1,5,0
37,47565.618077790496,50,12,1,2,0
52,74341.29933503811,84,4,0,4,0
68,111248.51633097458,40,14,1,2,0
31,73355.82823548232,39,4,1,2,0
32,46056.51128120078,23,12,1,5,0
50,74075.35740847106,96,5,1,1,0
46,74935.94243041074,52,6,1,5,0
60,94801.61158819607,47,12,1,1,0
45,65903.96480078353,63,9,1,4,0
33,63840.6104446409,97,10,1,2,0
45,69261.60652929085,69,9,1,3,0
51,81055.4772912172,43,8,1,2,0
47,81862.842480037,48,11,1,3,0
44,72864.22269810937,34,7,0,2,0
50,75636.14109473431,40,10,0,4,0
52,81303.9019607417,75,7,0,1,0
54,83916.37040794664,61,16,0,1,0
45,70299.88970117872,50,7,0,1,0
35,59412.039373328975,67,12,0,3,0
39,82786.47170504717,62,5,0,4,0
52,88009.19447941238,58,7,1,5,0
28,50645.19681970839,33,11,0,2,0
42,77369.54404510735,75,8,0,3,0
33,56261.8051024399,16,11,1,4,0
38,77331.24637586641,82,6,1,2,0
53,87296.42192198095,94,9,1,3,0
40,66926.97855995772,48,7,1,3,0
38,70077.16925810277,10,5,1,1,1
21,29491.238479315005,82,8,1,1,0
46,63932.32531090195,38,4,1,2,0
45,62060.749936009444,19,4,1,3,0
63,97029.43094763707,36,4,1,1,1
34,78125.14999485092,59,12,1,2,0
40,90313.00146192632,63,6,1,2,0
40,74380.51101440757,77,9,0,1,0
56,92208.44474944458,46,8,1,2,0
36,45189.42265847261,3,4,1,5,0
41,63773.26200265979,74,10,1,1,0
45,66122.16248091761,65,13,1,4,0
40,61791.52401748884,91,7,1,3,0
32,56718.561814152104,8,6,1,4,0
40,63279.094223028726,51,11,1,3,0
50,60207.00189624212,81,6,0,2,0
25,57479.10256117534,73,8,1,4,0
39,56072.56974260193,6,6,0,3,0
29,57192.468641111496,89,13,0,4,0
52,103140.82669749974,39,7,1,3,0
19,33606.154084135764,60,5,0,5,0
31,31897.124772536703,28,8,1,4,0
42,67539.9577811989,97,5,0,5,0
56,98209.59634998572,54,12,0,3,0
37,83983.47454220593,37,11,1,3,0
31,44904.50405547583,9,11,0,4,0
60,96966.99223236521,82,8,1,5,0
20,39346.89543219947,56,5,1,5,0
18,40540.51645695865,59,9,1,2,0
43,98043.43347017035,85,12,1,4,0
31,42170.29671604847,2,14,1,2,0
25,52537.396614945734,61,4,1,3,0
46,79876.93171765434,58,6,1,2,0
40,78857.86324939347,60,11,0,2,0
31,58179.83153470895,40,9,1,5,0
22,49480.50539504102,36,10,1,1,0
48,73683.51432578209,37,5,1,3,0
45,76691.26941245107,79,4,1,3,0
36,59768.077245025896,92,5,1,1,0
60,98215.7188985605,18,8,1,2,1
25,46303.89663956366,98,12,1,3,0
19,46571.003939021866,63,6,0,2,0
29,54507.37186315021,22,16,0,4,0
37,75660.50250772169,11,5,1,5,0
40,67486.06276411514,58,7,1,2,0
35,44269.675317931185,57,10,0,2,0
42,83019.21500713992,77,7,0,3,0
22,37342.67699137381,4,10,0,4,0
55,79462.3366135118,86,6,1,2,0
37,58443.38705956508,7,8,1,1,1
51,94944.38093170818,61,10,1,3,0
42,49043.257860213045,54,5,0,5,0
43,102977.48533659993,88,6,0,3,0
44,83360.56809066053,68,10,0,3,0
43,73832.3891412916,92,3,0,5,0
45,73451.05999383715,79,1,1,4,0
53,86455.54074857658,1,5,1,4,0
40,73211.22428379339,55,14,0,3,0
46,81652.15585950058,3,8,0,5,0
36,68756.04466003449,78,7,0,4,0
55,86895.80681255249,38,7,1,5,0
29,52826.61579692674,1,11,0,4,0
59,89287.26716346489,38,8,0,4,0
37,62450.917196473194,85,2,0,2,0
20,55337.700968670644,29,14,1,2,0
39,72735.56722280862,5,9,1,4,0
29,25396.1136533572,74,5,1,2,0
48,84159.0077652976,92,11,0,3,0
30,57947.36194718775,21,7,1,2,0
32,58212.912435541024,71,6,1,4,0
18,37714.81546911114,67,9,0,1,0
32,69641.12719986014,47,9,0,4,0
18,51075.264621228576,84,7,1,3,0
18,33871.22332176391,83,5,0,2,0
47,80470.52287124535,35,6,1,3,0
47,66683.43265458714,68,7,1,2,0
43,57803.8183521107,69,13,1,2,0
26,44932.82775410035,1,7,0,3,0
37,73023.93472382758,68,8,1,1,0
37,73931.25045376088,12,2,1,5,0
24,53930.85420097293,60,8,0,1,0
56,94450.95786847998,27,4,1,4,0
48,82761.78287114958,56,10,0,3,0
35,55585.18404777048,23,11,0,3,0
38,69919.22544673941,25,7,1,3,0
40,76004.09525227682,21,11,0,4,0
18,49142.91329813574,61,10,0,4,0
35,73889.13371474642,63,11,0,4,0
29,61883.03847201064,52,12,1,1,0
25,53514.48207541583,88,7,1,4,0
34,71501.50238316428,25,7,0,2,0
59,90534.7874075094,55,8,1,1,0
45,65181.253487722825,46,10,0,3,0
31,55569.330360562366,32,11,1,3,0
44,65350.97355193551,55,10,1,3,0
